collection_no,NOW_loc,collection_name,collection_aka,stratgroup,formation,member,cc,cc.1,state,county,early_interval,late_interval,max_ma,min_ma,diff,notes,
19237,CC22B,Cajon Valley (UCMP B-3144),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19240,CC22B,Cajon Valley (UCR RV-6605),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19244,CC22B,Cajon Valley (UCR RV-6768),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19245,CC22B,Cajon Valley (UCR RV-6770),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19246,CC22B,Cajon Valley (UCR RV-6771),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19261,CC22B,Cajon Valley (UCR RV-69130),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19263,CC22B,Cajon Valley (UCR RV-69132),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19257,CC22B,Cajon Valley (UCR RV-6995),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19265,CC22B,Cajon Valley (UCR RV-7005),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19266,CC22B,Cajon Valley (UCR RV-7006),,,Punchbowl,Unit 5,US,US,California,San Bernardino,Hemingfordian,Barstovian,20.43,13.6,6.83,,
19267,CC22B,Cajon Valley (UCR RV-7675),,,Cajon Valley Beds,Unit 3,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19577,CC22B,Tower 19,SBCM 1.103.40,,Cajon Valley Beds,Unit 5,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19578,CC22B,Tp5 P/L,,,Cajon Valley Beds,Unit 5,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19579,CC22B,Tp6 P/L,,,Cajon Valley Beds,Unit 6,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19564,CC22B,Sulfur Spring,SBCM 1-103.137-144,,Crowder,lower Unit 3,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19234,CC22B,Cajon Valley (LACM L.40),,,Crowder,,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19236,CC22B,Cajon Valley (UCMP B-3143),,,Crowder,,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19258,CC22B,Cajon Valley (UCR RV-69127),,,Crowder,,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19259,CC22B,Cajon Valley (UCR RV-69128),,,Crowder,,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19260,CC22B,Cajon Valley (UCR RV-69129),,,Crowder,,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19262,CC22B,Cajon Valley (UCR RV-69131),,,Crowder,,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19264,CC22B,Cajon Valley (UCR RV-69133),,,Crowder,,US,US,California,San Bernardino,Miocene,,23.03,5.333,17.697,,
19460,CC23A,North Coalinga,"CIT 108, 129; Domengine Creek; Merychippus Zone; UCMP 2124",,Temblor,,US,US,California,Fresno,Barstovian,,15.97,13.6,2.37,,
156738,CC23A,UCMP V-99563,"45/1 site, Monocline Ridge assemblage (non-marine)",,Temblor,,US,US,California,Fresno,Early Barstovian,early Late Barstovian,15.97,13.6,2.37,,
19302,CC24,Comanche Point,UCMP V-5304,,"""Santa Margarita""",,US,US,California,Kern,Tortonian,,11.62,7.246,4.374,,
52210,CC24,Comanche Point,"UCMP 3557, UCMP 3558",,Santa Margarita,,US,US,California,Kern,Tortonian,,11.62,7.246,4.374,,
19583,CC25A,Two Mile Bar,UCMP V-3833,,Mehrten,,US,US,California,Tuolumne,Miocene,,23.03,5.333,17.697,,
19546,CC25AA,Siphon Canal,UCMP V-72004,,Mehrten,,US,US,California,Stanislaus,Hemphillian,,10.3,4.9,5.4,,
19187,CC25B,Black Rascal Creek,UCMP V-67223,,Mehrten,Upper,US,US,California,Merced,Hemphillian,,10.3,4.9,5.4,,
19582,CC25B,Turlock Lake (UCMP V-5836),Modesto Reservoir; Rhino Island (LACM loc. 3942); Rock Point (LACM loc. 3908); Sand Point (LACM loc. 3909); Turlock Lake Site 2 (LACM loc. 3926); UCMP V-5405,,Mehrten,,US,US,California,Stanislaus,Late Hemphillian,,10.3,4.9,5.4,,
19468,CC25B,Oakdale,UCMP V-3212; DUPLICATE REF 3493 or 3494,,Mehrten,,US,US,California,Stanislaus,Late Miocene,Early Pliocene,11.608,3.6,8.008,,
19537,CC25B,Schell Ranch,UCMP V-3813; Oakdale in part,,Mehrten,,US,US,California,Stanislaus,Miocene,,23.03,5.333,17.697,,
19570,CC26A,Sycamore Creek,"Older Black Hawk Ranch; UCMP V-3920, 3921, 3925",,Diablo,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19185,CC26B,"UCMP V-3310, Black Hawk Ranch",,,Green Valley,,US,US,California,Contra Costa,Clarendonian,,13.6,10.3,3.3,,
19584,CC26B,"UCMP V-5509, Mount Diablo Country Club 1",,,Green Valley,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19713,CC26C,"UCMP V-6869, Maxum",,,Tassajara,,US,US,California,Contra Costa,Blancan,,4.9,1.8,3.1,,
19190,CC27,"UCMP 1035, Bolinger Canyon Site 1",,,"""Orinda""",,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19357,CC27,"UCMP V-0501, Grizzly Canyon",,,"""Orinda""",,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19415,CC27,"UCMP V-2838, Lafayette Dam",,,"""Orinda""",,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19340,CC27,"UCMP V-3523, Elkinton Property",,,"""Orinda""",,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,changed to Clarendonian,
19418,CC27,"UCMP V-3607, Las Trampas Creek",,,"""Orinda""",,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19389,CC27,"UCMP V-3612, Kaiser Creek",,,"""Orinda""",,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,changed to Clarendonian,
19297,CC27,"UCMP V-2702, Claremont Canyon",,,Orinda,,US,US,California,Alameda,Miocene,,23.03,5.333,17.697,,
19563,CC27,"UCMP V-3503, Strawberry Canyon",,,Orinda,,US,US,California,Alameda,Miocene,,23.03,5.333,17.697,changed to Clarendonian,
19180,CC27,Bellshire,UCMP V-3603,,Orinda,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,changed to Clarendonian,
19613,CC27,"UCMP V-1102, Wildcat Canyon",,,Orinda,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19298,CC27,"UCMP V-2837, Claremont Tunnel Site 1",,,Orinda,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,changed to Clarendonian,
19299,CC27,"UCMP V-2839, Claremont Tunnel Site 2",,,Orinda,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,changed to Clarendonian,
19300,CC27,"UCMP V-2840, Claremont Tunnel Site 3",,,Orinda,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,changed to Clarendonian,
19444,CC28,"UCMP V-1001, Mount Diablo Base Line",,,Moraga,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
16664,CC3,Black's Beach (LACM 6673),,La Jolla,Scripps,,US,US,California,San Diego,Lutetian,,47.8,41.3,6.5,,
16662,CC3,Black's Beach (UCMP V-6874),,La Jolla,Scripps,,US,US,California,San Diego,Lutetian,,47.8,41.3,6.5,,
16660,CC3,Black's Beach (CIT 456),,La Jolla,Scripps,,US,US,California,San Diego,Bridgerian,Early Uintan,50.3,40.4,9.9,,
16661,CC3,Black's Beach (LACM 1401),,La Jolla,Scripps,,US,US,California,San Diego,Bridgerian,Early Uintan,50.3,40.4,9.9,,
16663,CC3,Black's Beach (UCMP V-6884),,La Jolla,Scripps,,US,US,California,San Diego,Bridgerian,Early Uintan,50.3,40.4,9.9,,
19391,CC30A,Kendall-Mallory,"Bolinger Canyon Quarry; UCMP V-6107, 6318",Contra Costa,,,US,US,California,Contra Costa,Clarendonian,,13.6,10.3,3.3,,
19191,CC30A,"UCMP 1042, Bolinger Canyon Site 2",,Contra Costa,,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19192,CC30A,"UCMP 299, Bolinger Canyon Site 3",,Contra Costa,,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19378,CC31,Ingram Creek Site 1,UCMP V-3616,,Neroly,,US,US,California,Stanislaus,Clarendonian,,13.6,10.3,3.3,,
19380,CC31,Ingram Creek Site 2 (Neroly),UCMP V-3952,San Pablo,Neroly,,US,US,California,Stanislaus,Clarendonian,,13.6,10.3,3.3,,
19131,CC31,"UCMP V-3617, Alder Spring",,,Neroly,,US,US,California,San Joaquin,Miocene,,23.03,5.333,17.697,,
19379,CC31,Ingram Creek Site 1B,UCMP V-3951,,Neroly,,US,US,California,Stanislaus,Miocene,,23.03,5.333,17.697,,
19382,CC31,Ingram Creek Site 3,UCMP V-3619,,Neroly,,US,US,California,Stanislaus,Miocene,,23.03,5.333,17.697,,
19521,CC31,"UCMP 509, Rocky Ridge",,,San Pablo,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,changed to Clarendonian,
19596,CC31,"UCMP V-2403, Upper San Pablo (Neroly)",,,San Pablo,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,changed to Clarendonian,
19553,CC32A,South Tejon Hills,"CIT 303, 304, 307",,"""Santa Margarita""",,US,US,California,Kern,Clarendonian,,13.6,10.3,3.3,,
19293,CC32A,CIT 306,,,Chanac,,US,US,California,Kern,Miocene,,23.03,5.333,17.697,,
19466,CC32B,North Tejon Hills,"Comanche Point; CIT 104, 302, 305",,Chanac,,US,US,California,Kern,Tortonian,,11.62,7.246,4.374,,
192332,CC33,Mint Canyon (CIT 102),,,Mint Canyon,,US,US,California,Los Angeles,Middle Miocene,Late Miocene,15.97,5.333,10.637,,
192333,CC33,Mint Canyon (CIT 99),,,Mint Canyon,,US,US,California,Los Angeles,Middle Miocene,Late Miocene,15.97,5.333,10.637,,
19442,CC33,Mint Canyon (UC 3555),,,Mint Canyon,6,US,US,California,Los Angeles,Miocene,,23.03,5.333,17.697,,
19439,CC33,Mint Canyon (CIT 100),,,Mint Canyon,16,US,US,California,Los Angeles,Miocene,,23.03,5.333,17.697,,
19440,CC33,Mint Canyon (CIT 101),,,Mint Canyon,24,US,US,California,Los Angeles,Miocene,,23.03,5.333,17.697,,
19443,CC33,Mint Canyon (UC 3564),,,Mint Canyon,lower 14,US,US,California,Los Angeles,Miocene,,23.03,5.333,17.697,,
19441,CC33,Mint Canyon (CIT 103/LACM 1006),,,Mint Canyon,upper 14,US,US,California,Los Angeles,Miocene,,23.03,5.333,17.697,,
19437,CC33,Mint Canyon (CIT 97),,,Mint Canyon,,US,US,California,Los Angeles,Miocene,,23.03,5.333,17.697,,
19438,CC33,Mint Canyon (CIT 98),,,Mint Canyon,,US,US,California,Los Angeles,Miocene,,23.03,5.333,17.697,,
19417,CC34,Lake Mathews,,,Lake Mathews,,US,US,California,Riverside,Clarendonian,,13.6,10.3,3.3,,
19446,CC35A,"UCMP V-3303, Mulholland Site 1",,,Siesta,Lower Mulholland,US,US,California,Contra Costa,Hemphillian,,10.3,4.9,5.4,,
19146,CC35A,"UCMP 1082a, Bald Peak Site 1",,,Siesta,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19544,CC35A,"UCMP 707, Siesta Valley Site 1",,,Siesta,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19147,CC35A,"UCMP V-2402, Bald Peak Site 2",,,Siesta,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19545,CC35A,"UCMP V-3652, Siesta Valley Site 2",,,Siesta,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19459,CC35B,"UCMP V-3405, Norris Canyon",,,Siesta,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19386,CC36,Jack Rabbit Trail (Site 131y),,,Lower Arkose Unit,,US,US,California,Riverside,Hemphillian,,10.3,4.9,5.4,NOW loc for age ONLY,Hh3
19448,CC36,Mulholland (UCMP V-73148),,,Mulholland,,US,US,California,Contra Costa,Hemphillian,,10.3,4.9,5.4,,
19479,CC37,"UCMP 2572, Pinole Junction Site 1",,,Pinole Tuff,,US,US,California,Contra Costa,Hemphillian,,10.3,4.9,5.4,,
19480,CC37,"UCMP V-3425, Pinole Junction Site 2",,,Pinole Tuff,,US,US,California,Contra Costa,Hemphillian,,10.3,4.9,5.4,,
19365,CC37,"UCMP V-5053, Hemme Hills",,,Tassajara,basal,US,US,California,Contra Costa,Hemphillian,,10.3,4.9,5.4,,
19370,CC37,"UCMP 1037, Hipparion Point",,,Pinole Tuff,,US,US,California,Contra Costa,Miocene,,23.03,5.333,17.697,,
19393,CC38,Kern River,CIT 49,,Kern River,,US,US,California,Kern,Clarendonian,,13.6,10.3,3.3,,
19569,CC38,Sycamore,,,Kern River,,US,US,California,Kern,Hemphillian,,10.3,4.9,5.4,,
178905,CC39B,"UCMP loc. 2073, Mack Pumping Plant, site 2",,,Etchegoin,,US,US,California,Fresno,Pliocene,,5.333,2.588,2.745,changed to Early Pliocene,
178908,CC39B,"UCMP loc. 2074, Highway 33 No. 1",,,Etchegoin,,US,US,California,Fresno,Pliocene,,5.333,2.588,2.745,changed to Early Pliocene,
178910,CC39B,"UCMP loc. 2079, Mack Pumping Plant (Upper Etchegoin Area)",,,Etchegoin,,US,US,California,Fresno,Pliocene,,5.333,2.588,2.745,changed to Early Pliocene,
178909,CC39B,"UCMP loc. 2090, Mack Pumping Plant",,,Etchegoin,,US,US,California,Fresno,Pliocene,,5.333,2.588,2.745,changed to Early Pliocene,
178911,CC39B,"UCMP loc. 2119, Mack Pumping Plant (Upper Etchegoin Area)",,,Etchegoin,,US,US,California,Fresno,Pliocene,,5.333,2.588,2.745,changed to Early Pliocene,
178912,CC39B,"UCMP loc. 2370, Mack Pumping Plant 11 (Upper Etchegoin Area)",,,Etchegoin,,US,US,California,Fresno,Pliocene,,5.333,2.588,2.745,changed to Early Pliocene,
178913,CC39B,"UCMP loc. 2374, Mack Pumping Plant 12 (Upper Etchegoin Area)",,,Etchegoin,,US,US,California,Fresno,Pliocene,,5.333,2.588,2.745,changed to Early Pliocene,
194664,CC39B,UCMP loc. 2991 - Zapato Creek,,,Etchegoin,,US,US,California,Fresno,Pliocene,,5.333,2.588,2.745,changed to Early Pliocene,
19695,CC39B,North Dome (Locality 300),,,Etchegoin,Macoma Zone,US,US,California,Kings,Blancan,,4.9,1.8,3.1,,
19696,CC39B,North Dome (Locality 318),,,Etchegoin,Patinopecten Zone,US,US,California,Kings,Blancan,,4.9,1.8,3.1,,
19697,CC39B,North Dome (Locality 319),,,Etchegoin,Patinopecten Zone,US,US,California,Kings,Blancan,,4.9,1.8,3.1,,
19698,CC39B,North Dome (Locality 329),,,Etchegoin,Patinopecten Zone,US,US,California,Kings,Blancan,,4.9,1.8,3.1,,
19462,CC39B,North Dome (UCMP V-3634),,,Etchegoin,middle,US,US,California,Kings,Miocene,,23.03,5.333,17.697,,
19461,CC39B,North Dome (UCMP V-3520),,,Etchegoin,,US,US,California,Kings,Miocene,,23.03,5.333,17.697,,
16740,CC4,Friars Formation Conglomerate Tongue (SDSNH 3621),,,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16741,CC4,Friars Formation Conglomerate Tongue (SDSNH 3730),,,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16742,CC4,Friars Formation Conglomerate Tongue (SDSNH 3737),,,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16743,CC4,Friars Formation Conglomerate Tongue (SDSNH 3739),,,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16744,CC4,Friars Formation Conglomerate Tongue (SDSNH 3824),,,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16736,CC4,Scripps Ranch North Site 15 (SDSNH 3615),"Poway, in part",,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16737,CC4,Scripps Ranch North Site 16 (SDSNH 3616),"Poway, in part",,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16738,CC4,Scripps Ranch North Site 17 (SDSNH 3617),"Poway, in part",,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16739,CC4,Scripps Ranch North Site 20 (SDSNH 3620),"Poway, in part",,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16735,CC4,South Creek Site 10 (SDSNH 3510),"Poway, in part",,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16733,CC4,South Creek Site 4 (SDSNH 3504),"Poway, in part",,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16734,CC4,South Creek Site 9 (SDSNH 3509),"Poway, in part",,Friars,Conglomerate Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16720,CC4,Friars Formation Lower Tongue (SDSNH 3655),,,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16721,CC4,Friars Formation Lower Tongue (SDSNH 3656),,,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16722,CC4,Friars Formation Lower Tongue (SDSNH 3657),,,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16723,CC4,Friars Formation Lower Tongue (SDSNH 3658),,,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16724,CC4,Friars Formation Lower Tongue (SDSNH 3828),,,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16725,CC4,Friars Formation Lower Tongue (SDSNH 3893),,,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16717,CC4,South Creek Site 2 (SDSNH 3502),"Poway, in part",,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16718,CC4,South Creek Site 3 (SDSNH 3503),"Poway, in part",,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16719,CC4,South Creek Site 5 (SDSNH 3505),"Poway, in part",,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16715,CC4,Westview Site 4 (SDSNH 3494),"Poway, in part",,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16716,CC4,Westview Site 6 (SDSNH 3496),"Poway, in part",,Friars,Lower Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16745,CC4,Azuaga (SDSNH 3254),"Poway, in part",,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16749,CC4,Azuaga II Site 3 (SDSNH 3411),"Poway, in part",,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16750,CC4,Azuaga II Site 5 (SDSNH 3413),"Poway, in part",,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16746,CC4,Carmel Mountain Ranch Unit 15 Site 2 (SDSNH 3373),"Poway, in part",,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16748,CC4,Carmel Mountain Ranch Unit 16 Site 1 (SDSNH 3391),"Poway, in part",,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16747,CC4,Carmel Mountain Ranch Unit 16 Site 3 (SDSNH 3380),"Poway, in part",,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16751,CC4,Carmel Mountain Ranch Unit 20-B Site 2 (SDSNH 3482),"Poway, in part",,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16752,CC4,Carmel Mountain Ranch Unit 20-B Site 3 (SDSNH 3483),"Poway, in part",,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16697,CC4,Crumbling Slope,UCMP V-71180,La Jolla,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16698,CC4,Deep Six,UCMP V-71181,La Jolla,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16754,CC4,Friars Formation Upper Tongue (SDSNH 3484),,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16755,CC4,Friars Formation Upper Tongue (SDSNH 3591),,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16756,CC4,Friars Formation Upper Tongue (SDSNH 3611),,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16757,CC4,Friars Formation Upper Tongue (SDSNH 3612),,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16758,CC4,Friars Formation Upper Tongue (SDSNH 3681),,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16759,CC4,Friars Formation Upper Tongue (SDSNH 3685),,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16760,CC4,Friars Formation Upper Tongue (SDSNH 3771),,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16761,CC4,Friars Formation Upper Tongue (SDSNH 3883),,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16710,CC4,George Crandall One,UCMP V-73138,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16709,CC4,Incredible Chaos,UCMP V-72179,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16708,CC4,Larry Bolles Six,UCMP V-72177,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16701,CC4,No Slope Locality,UCMP V-71209,La Jolla,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16705,CC4,Poway Pipeline One,UCMP V-72157,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16707,CC4,Poway Pipeline Three,UCMP V-72176,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16706,CC4,Poway Pipeline Two,UCMP V-72158,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16711,CC4,Ray Kubulis Locality,UCMP V-73139,,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16702,CC4,Solstice Slope,UCMP V-71211,La Jolla,Friars,Upper Tongue,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16678,CC4,Aero Drive One (UCMP V-68118),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16685,CC4,Bootload Slope,UCMP_V-71186,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16672,CC4,Dog Spring One,UCMP V-6872,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16677,CC4,Dog Spring Three (UCMP V-68116),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16673,CC4,Dog Spring Two (UCMP V-6873),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16728,CC4,Friars Formation (SDSNH 3785),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16729,CC4,Friars Formation (SDSNH 3788),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16730,CC4,Friars Formation (SDSNH 3789),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16731,CC4,Friars Formation (SDSNH 3832),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16732,CC4,Friars Formation (SDSNH 3851),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16726,CC4,Friars Road (SDSNH 3637),"Poway, in part",La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16688,CC4,Kennedey Locality,UCMP V-71216,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16668,CC4,Murphy Canyon (CIT 250),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16674,CC4,Murphy Canyon One (UCMP V-6888),SDSNH 3488; Unocal Cut Slope,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16680,CC4,Rhino Quarry (UCMP V-71056),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16667,CC4,San Diego Mission (CIT 249-P),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16666,CC4,San Diego Mission (CIT 249-S),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16665,CC4,San Diego Mission (CIT 249),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
16671,CC4,San Diego Mission (UCMP V-6840),,La Jolla,Friars,,US,US,California,San Diego,Early Uintan,,46.2,40.4,5.8,,
